1,571201,676146
2,577084,679116
3,581673,683608
4,601290,698926
5,578671,667073
6,567871,657345
7,570850,670498
8,562037,655326
9,575516,679979
10,578609,680651
11,585972,690178
12,591686,682467
13,578240,673365
14,576579,670748
15,582893,667871
16,578996,671787
17,576856,664170
18,574764,668567
19,577236,673716
20,577233,662789
21,574030,663702
22,577038,663643
23,581313,653628
24,573156,654384
25,580981,643935
26,581154,661516
27,580877,675091
28,580754,681260
29,579221,677929
30,582273,676146
31,586180,666974
32,579245,668303
33,583396,673212
34,580641,669357
35,583273,670571
36,580248,662722
37,582160,673058
38,583670,677206
39,584081,665838
40,585723,672196
41,584732,660221
42,577770,671193
43,574955,678742
44,576470,674106
45,578596,665597
46,576652,665347
47,575023,666899
48,574909,680931
49,576506,672357
50,578501,644506
51,588214,637821
52,580075,662707
53,583817,661859
54,579060,660381
55,583093,662649
56,579621,667528
57,577642,663439
58,578705,666613
59,579408,668435
60,582309,665503
61,586318,637761
62,581160,667902
63,585822,661857
64,582257,672102
65,586526,672144
66,582215,678253
67,583860,686971
68,583093,673607
69,579857,679504
70,580013,675137
71,580955,668742
72,576670,669123
73,573288,674119
74,582831,666065
75,580483,662036
76,585642,667117
77,580512,676125
78,578891,696460
79,579342,678955
80,580858,666517
81,581374,647266
82,580430,673469
83,585782,678158
84,579064,671850
85,575974,654054
86,579971,666278
87,582934,668295
88,580567,684507
89,581220,676286
90,583330,657374
91,581347,672796
92,582154,680008
93,579770,667169
94,584866,674002
95,578743,666059
96,582343,669927
97,592481,665568
98,584853,679299
99,582073,672518
100,581075,670535
101,581733,657477
102,586686,668258
103,607945,623688
104,594689,654652
105,591666,664120
106,583931,665904
107,585395,669752
108,583916,666350
109,582229,663762
110,584980,666584
111,584010,673409
112,582170,660666
113,587630,657945
114,579912,668523
115,582890,670080
116,595340,614784
117,580971,659520
118,583226,661353
119,589340,655707
120,583040,656906
121,579286,671026
122,577707,670220
123,574689,674374
124,578350,672130
125,581323,664448
126,583356,625260
127,582862,661719
128,589118,629234
129,595454,627607
130,579668,665831
131,587621,659291
132,579095,671419
133,570607,668583
134,575619,664009
135,571433,665685
136,576552,677009
137,573122,691633
138,572586,673007
139,565478,699571
140,573982,692722
141,573347,685963
142,565740,721231
